[Sat Aug 15 13:23:41.030233 2015] [cgid:error] [pid 8129:tid 140047919597312] [client 127.0.0.1:60300] End of script output before headers: howto.py, referer: http://localhost:8084/
[Thu Aug 20 06:05:12.454413 2015] [cgid:error] [pid 1306:tid 139720042440448] (104)Connection reset by peer: [client 127.0.0.1:40433] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:12.470136 2015] [cgid:error] [pid 1306:tid 139720017262336] (104)Connection reset by peer: [client 127.0.0.1:40439] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:14.482229 2015] [cgid:error] [pid 1307:tid 139720008869632] (104)Connection reset by peer: [client 127.0.0.1:40442] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:14.510133 2015] [cgid:error] [pid 1306:tid 139719983691520] (104)Connection reset by peer: [client 127.0.0.1:40441] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:14.533203 2015] [cgid:error] [pid 1306:tid 139719941728000] (104)Connection reset by peer: [client 127.0.0.1:40440] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:14.545877 2015] [cgid:error] [pid 1307:tid 139719983691520] (104)Connection reset by peer: [client 127.0.0.1:40443] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:14.559982 2015] [cgid:error] [pid 1307:tid 139719992084224] (104)Connection reset by peer: [client 127.0.0.1:40444] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:14.577644 2015] [cgid:error] [pid 1307:tid 139719950120704] (104)Connection reset by peer: [client 127.0.0.1:40445] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:14.592848 2015] [cgid:error] [pid 1306:tid 139719958513408] (104)Connection reset by peer: [client 127.0.0.1:40446] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:17.172844 2015] [cgid:error] [pid 1307:tid 139719941728000] (104)Connection reset by peer: [client 127.0.0.1:40449] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:17.198034 2015] [cgid:error] [pid 1306:tid 139720206206720] (104)Connection reset by peer: [client 127.0.0.1:40448] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:17.209896 2015] [cgid:error] [pid 1306:tid 139720101189376] (104)Connection reset by peer: [client 127.0.0.1:40447] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:17.232532 2015] [cgid:error] [pid 1307:tid 139719933335296] (104)Connection reset by peer: [client 127.0.0.1:40450] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:17.243824 2015] [cgid:error] [pid 1306:tid 139720084403968] (104)Connection reset by peer: [client 127.0.0.1:40451] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:17.256046 2015] [cgid:error] [pid 1306:tid 139720067618560] (104)Connection reset by peer: [client 127.0.0.1:40452] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:17.271493 2015] [cgid:error] [pid 1307:tid 139720197814016] (104)Connection reset by peer: [client 127.0.0.1:40453] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:48.187035 2015] [cgid:error] [pid 1306:tid 139720050833152] (104)Connection reset by peer: [client 127.0.0.1:40459] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:48.216279 2015] [cgid:error] [pid 1307:tid 139720117974784] (104)Connection reset by peer: [client 127.0.0.1:40457] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:48.231369 2015] [cgid:error] [pid 1307:tid 139720084403968] (104)Connection reset by peer: [client 127.0.0.1:40460] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:48.249988 2015] [cgid:error] [pid 1306:tid 139720000476928] (104)Connection reset by peer: [client 127.0.0.1:40458] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:48.264091 2015] [cgid:error] [pid 1306:tid 139720025655040] (104)Connection reset by peer: [client 127.0.0.1:40456] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:48.277356 2015] [cgid:error] [pid 1307:tid 139720059225856] (104)Connection reset by peer: [client 127.0.0.1:40455] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:05:48.293446 2015] [cgid:error] [pid 1307:tid 139720050833152] (104)Connection reset by peer: [client 127.0.0.1:40461] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/
[Thu Aug 20 06:23:28.526194 2015] [cgid:error] [pid 1307:tid 139720197814016] (104)Connection reset by peer: [client 127.0.0.1:40577] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:23:28.546473 2015] [cgid:error] [pid 1306:tid 139720109582080] (104)Connection reset by peer: [client 127.0.0.1:40576] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:23:28.567569 2015] [cgid:error] [pid 1307:tid 139720076011264] (104)Connection reset by peer: [client 127.0.0.1:40575] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:23:28.583940 2015] [cgid:error] [pid 1307:tid 139719933335296] (104)Connection reset by peer: [client 127.0.0.1:40578] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:23:28.597974 2015] [cgid:error] [pid 1306:tid 139719933335296] (104)Connection reset by peer: [client 127.0.0.1:40580] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:32.082223 2015] [cgid:error] [pid 1306:tid 139720101189376] (104)Connection reset by peer: [client 127.0.0.1:40583] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:32.107759 2015] [cgid:error] [pid 1306:tid 139720084403968] (104)Connection reset by peer: [client 127.0.0.1:40582] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:32.121619 2015] [cgid:error] [pid 1307:tid 139720042440448] (104)Connection reset by peer: [client 127.0.0.1:40581] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:32.142788 2015] [cgid:error] [pid 1307:tid 139720025655040] (104)Connection reset by peer: [client 127.0.0.1:40584] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:32.154519 2015] [cgid:error] [pid 1307:tid 139720050833152] (104)Connection reset by peer: [client 127.0.0.1:40585] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:34.606507 2015] [cgid:error] [pid 1306:tid 139720050833152] (104)Connection reset by peer: [client 127.0.0.1:40588] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:34.627410 2015] [cgid:error] [pid 1306:tid 139720059225856] (104)Connection reset by peer: [client 127.0.0.1:40587] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:34.642632 2015] [cgid:error] [pid 1307:tid 139720034047744] (104)Connection reset by peer: [client 127.0.0.1:40586] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:34.655377 2015] [cgid:error] [pid 1307:tid 139719966906112] (104)Connection reset by peer: [client 127.0.0.1:40589] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:34.669323 2015] [cgid:error] [pid 1307:tid 139719983691520] (104)Connection reset by peer: [client 127.0.0.1:40590] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:36.560518 2015] [cgid:error] [pid 1306:tid 139720025655040] (104)Connection reset by peer: [client 127.0.0.1:40592] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:36.585100 2015] [cgid:error] [pid 1307:tid 139720206206720] (104)Connection reset by peer: [client 127.0.0.1:40591] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:36.601019 2015] [cgid:error] [pid 1307:tid 139720092796672] (104)Connection reset by peer: [client 127.0.0.1:40594] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:36.622027 2015] [cgid:error] [pid 1307:tid 139720197814016] (104)Connection reset by peer: [client 127.0.0.1:40593] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:36.634099 2015] [cgid:error] [pid 1307:tid 139720076011264] (104)Connection reset by peer: [client 127.0.0.1:40596] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:36.649606 2015] [cgid:error] [pid 1307:tid 139719933335296] (104)Connection reset by peer: [client 127.0.0.1:40595] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:24:36.666436 2015] [cgid:error] [pid 1307:tid 139720109582080] (104)Connection reset by peer: [client 127.0.0.1:40597] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:25:26.285587 2015] [cgid:error] [pid 1306:tid 139719966906112] (104)Connection reset by peer: [client 127.0.0.1:40608] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:25:26.313038 2015] [cgid:error] [pid 1306:tid 139719992084224] (104)Connection reset by peer: [client 127.0.0.1:40607] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:25:26.328637 2015] [cgid:error] [pid 1307:tid 139720042440448] (104)Connection reset by peer: [client 127.0.0.1:40606] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:25:26.348958 2015] [cgid:error] [pid 1306:tid 139719975298816] (104)Connection reset by peer: [client 127.0.0.1:40609] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:25:26.362966 2015] [cgid:error] [pid 1307:tid 139720025655040] (104)Connection reset by peer: [client 127.0.0.1:40610] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:25:28.706727 2015] [cgid:error] [pid 1306:tid 139720206206720] (104)Connection reset by peer: [client 127.0.0.1:40613] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:25:28.734008 2015] [cgid:error] [pid 1306:tid 139720117974784] (104)Connection reset by peer: [client 127.0.0.1:40612] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:25:28.748799 2015] [cgid:error] [pid 1306:tid 139720101189376] (104)Connection reset by peer: [client 127.0.0.1:40611] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:25:28.763263 2015] [cgid:error] [pid 1306:tid 139720084403968] (104)Connection reset by peer: [client 127.0.0.1:40614] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:25:28.775714 2015] [cgid:error] [pid 1306:tid 139720067618560] (104)Connection reset by peer: [client 127.0.0.1:40615] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:00.181357 2015] [cgid:error] [pid 1306:tid 139720008869632] (104)Connection reset by peer: [client 127.0.0.1:40626] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:00.200323 2015] [cgid:error] [pid 1307:tid 139720197814016] (104)Connection reset by peer: [client 127.0.0.1:40625] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:00.220954 2015] [cgid:error] [pid 1307:tid 139720076011264] (104)Connection reset by peer: [client 127.0.0.1:40624] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:00.232556 2015] [cgid:error] [pid 1306:tid 139720017262336] (104)Connection reset by peer: [client 127.0.0.1:40627] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:00.243596 2015] [cgid:error] [pid 1307:tid 139719933335296] (104)Connection reset by peer: [client 127.0.0.1:40628] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:09.348575 2015] [cgid:error] [pid 1306:tid 139719983691520] (104)Connection reset by peer: [client 127.0.0.1:40631] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:09.392431 2015] [cgid:error] [pid 1307:tid 139720059225856] (104)Connection reset by peer: [client 127.0.0.1:40630] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:09.435080 2015] [cgid:error] [pid 1306:tid 139719958513408] (104)Connection reset by peer: [client 127.0.0.1:40629] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:09.470548 2015] [cgid:error] [pid 1306:tid 139719933335296] (104)Connection reset by peer: [client 127.0.0.1:40632] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:09.509349 2015] [cgid:error] [pid 1307:tid 139720117974784] (104)Connection reset by peer: [client 127.0.0.1:40633] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:43.670447 2015] [cgid:error] [pid 1307:tid 139720000476928] (104)Connection reset by peer: [client 127.0.0.1:40636] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:43.710293 2015] [cgid:error] [pid 1306:tid 139720197814016] (104)Connection reset by peer: [client 127.0.0.1:40635] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:43.750118 2015] [cgid:error] [pid 1307:tid 139720017262336] (104)Connection reset by peer: [client 127.0.0.1:40634] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:43.785249 2015] [cgid:error] [pid 1307:tid 139720034047744] (104)Connection reset by peer: [client 127.0.0.1:40637] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:43.821571 2015] [cgid:error] [pid 1307:tid 139719966906112] (104)Connection reset by peer: [client 127.0.0.1:40638] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
[Thu Aug 20 06:27:46.226727 2015] [cgid:error] [pid 1306:tid 139720092796672] (104)Connection reset by peer: [client 127.0.0.1:40641] AH02550: Failed to flush CGI output to client, referer: http://localhost:8084/?topic_title=Connect+to+GitHub&topic_solution=url+for+ssh%3A++git%40github.com%3Avaddanak%2Fchallenges+%28not+need+username+and+password%29%0D%0Aurl+for+https%3A++https%3A%2F%2Fgithub.com%2Fvaddanak%2Fchallenges+%28need+username+and+password%29&quit=
